"id"	"label"	"degree"	"community"	"group"	"gene_type"	"description"
"AT5G44430"	"PDF1.2C"	2	2	2	"Target Gene"	"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2."
"AT3G10710"	"RHS12"	2	15	15	"Target Gene"	"root hair specific 12"
"AT2G11810"	"MGDC"	1	6	6	"Target Gene"	"MGD3 is the major enzyme for galactolipid metabolism during phosphate starvation.  Does not contribute to galactolipid synthesis under P1-sufficient conditions."
"AT3G02885"	"GASA5"	3	15	15	"Target Gene"	"GASA5, is involved in the regulation  of seedling thermotolerance."
"AT3G55500"	"EXPA16"	1	26	26	"Target Gene"	"expansin-like protein. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."
"AT4G17670"	"AT4G17670"	1	2	2	"Target Gene"	"senescence-associated family protein (DUF581)"
"AT4G15236"	"ABCG43"	1	2	2	"Target Gene"	"ABC-2 and Plant PDR ABC-type transporter family protein"
"AT1G62770"	"PMEI9"	1	13	13	"Target Gene"	"PMEI9 pectin methyleseterase inhibitor. Expressed in many plant tissues."
"AT1G71020"	"PUB10"	1	12	12	"Target Gene"	"Encodes a nuclear localized plant U-Box protein that interacts with MYC2 and regulates its stability by acting as an E3 ubiquitin ligase and polyubiquitinating MYC2. By this mechanism, it targets MYC2 for destruction thereby affecting JA signaling."
"AT1G02730"	"CSLD5"	1	1	1	"Target Gene"	"Encodes a gene similar to cellulose synthase. Knock-out mutant has reduced growth, reduced xylan level and reduced xylan synthase activity in stems.It's expression is cell cycle dependent and it appears to function in cell plate formation."
"AT3G27630"	"SMR7"	1	6	6	"Target Gene"	"SMR7 is a member of the SIAMESE-RELATED Cyclin-Dependent Kinase Inhibitor family. It is induced by ROS/oxidative stress."
"AT1G78410"	"AT1G78410"	2	1	1	"Target Gene"	"VQ motif-containing protein"
"AT3G14440"	"NCED3"	1	15	15	"Target Gene"	"Encodes  9-<i>cis</i>-epoxycarotenoid dioxygenase, a key enzyme in the biosynthesis of abscisic acid. Regulated in response to drought and salinity. Expressed in roots, flowers and seeds. Localized to the chloroplast stroma and thylakoid membrane."
"AT5G01542"	"AT5G01542"	2	10	10	"Target Gene"	"Natural antisense transcript overlaps with AT5G01540"
"AT1G78450"	"AT1G78450"	2	12	12	"Target Gene"	"SOUL heme-binding family protein"
"AT2G40435"	"AT2G40435"	1	16	16	"Target Gene"	"transcription factor SCREAM-like protein"
"AT3G48390"	"MRF4"	3	11	11	"Target Gene"	"MA3 domain-containing protein"
"AT1G22890"	"STMP2"	1	15	15	"Target Gene"	"Secreted peptide which functions in plant growth and pathogen defense."
"AT3G59100"	"GSL11"	1	10	10	"Target Gene"	"encodes a protein similar to callose synthase"
"AT1G30510"	"RFNR2"	1	6	6	"Target Gene"	"Encodes a root-type ferredoxin:NADP(H) oxidoreductase."
"AT3G49960"	"AT3G49960"	1	33	33	"Target Gene"	"Its expression is enriched in root hair cells (compared to non-root hair cells) and this enrichment is associated with increase in the transcription-associated mark trimethylation of H3 lysine 4 (H3K4me3) and decrease in the Polycomb silencing-associated mark trimethylation of H3 lysine 27 (H3K27me3) in root hair cells relative to non-root hair cells."
"AT4G19160"	"AT4G19160"	1	11	11	"Target Gene"	"transglutaminase family protein"
"AT1G67750"	"AT1G67750"	1	6	6	"Target Gene"	"Pectate lyase family protein"
"AT1G66090"	"AT1G66090"	2	2	2	"Target Gene"	"Disease resistance protein (TIR-NBS class)"
"AT2G43670"	"AT2G43670"	1	11	11	"Target Gene"	"Carbohydrate-binding X8 domain superfamily protein"
"AT1G47395"	"FEP2"	1	4	4	"Target Gene"	"Involved in regulation of iron deficiency response genes."
"AT3G49160"	"AT3G49160"	1	14	14	"Target Gene"	"Expression of the gene is downregulated in the presence of paraquat, an inducer of photoxidative stress."
"AT1G55860"	"UPL1"	1	4	4	"Target Gene"	"encodes a ubiquitin-protein ligase containing a HECT domain. There are six other HECT-domain UPLs in Arabidopsis."
"AT4G27470"	"RMA3"	2	2	2	"Target Gene"	"Encodes a RING finger E3 ubiquitin ligase."
"AT5G14920"	"GASA14"	1	13	13	"Target Gene"	"Encodes a GASA domain containing protein that  regulates increases in plant growth through GA-induced and DELLA-dependent signal transduction and that can increase abiotic stress resistance by reducing ROS accumulation."
"AT3G62860"	"MAGL12"	1	14	14	"Target Gene"	"alpha/beta-Hydrolases superfamily protein"
"AT5G64550"	"AT5G64550"	1	6	6	"Target Gene"	"loricrin-like protein"
"AT1G68600"	"AT1G68600"	1	6	6	"Target Gene"	"aluminum activated malate transporter family protein"
"AT4G22513"	"AT4G22513"	1	4	4	"Target Gene"	"Encodes a Protease inhibitor/seed storage/LTP family protein"
"AT4G28290"	"AT4G28290"	1	11	11	"Target Gene"	"hypothetical protein"
"AT3G28510"	"AT3G28510"	1	6	6	"Target Gene"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT1G16390"	"OCT3"	1	11	11	"Target Gene"	"organic cation/carnitine transporter 3"
"AT4G24780"	"PLL19"	2	15	15	"Target Gene"	"Encodes a pectate lyase involved in response to nematodes."
"AT4G21620"	"AT4G21620"	2	6	6	"Target Gene"	"glycine-rich protein"
"AT3G53530"	"NAKR3"	1	7	7	"Target Gene"	"Chloroplast-targeted copper chaperone protein"
"AT5G40720"	"AT5G40720"	1	11	11	"Target Gene"	"C3H4 type zinc finger protein (DUF23)"
"AT5G60770"	"NRT2.4"	1	6	6	"Target Gene"	"member of High affinity nitrate transporter family"
"AT4G01480"	"PPA5"	1	4	4	"Target Gene"	"Encodes a protein that might have inorganic pyrophosphatase activity."
"AT3G61070"	"PEX11E"	2	12	12	"Target Gene"	"member of the peroxin11 (PEX11) gene family, integral to peroxisome membrane, controls peroxisome proliferation."
"AT1G23052"	"AT1G23052"	1	12	12	"Target Gene"	"other_RNA"
"AT5G65980"	"PILS7"	1	13	13	"Target Gene"	"Auxin efflux carrier family protein"
"AT3G09440"	"AT3G09440"	2	7	7	"Target Gene"	"Heat shock protein 70 (Hsp 70) family protein"
"AT3G01260"	"AT3G01260"	2	4	4	"Target Gene"	"Galactose mutarotase-like superfamily protein"
"AT3G56900"	"ALADIN"	1	4	4	"Target Gene"	"Encodes ALADIN, a component of the nuclear pore complex."
"AT5G13250"	"AT5G13250"	1	5	5	"Target Gene"	"RING finger protein"
"AT2G44670"	"AT2G44670"	1	2	2	"Target Gene"	"senescence-associated family protein (DUF581)"
"AT3G14940"	"PPC3"	1	9	9	"Target Gene"	"Encodes a cytosolic phosphoenolpyruvate carboxylase (PEPC) that has activity when expressed in E.coli. Its mRNA is most abundantly expressed in roots and siliques. PPC3 belongs to the plant-type PEPC family. It can form an enzymatically active complex with a castor bean ortholog of PPC4, which encodes a bacterial-type PEPC. The mRNA is cell-to-cell mobile."
"AT5G04960"	"PME46"	1	9	9	"Target Gene"	"Encodes a protein that modulates the activity of pectin methylesterase within the cell wall."
"AT2G32880"	"AT2G32880"	1	7	7	"Target Gene"	"TRAF-like family protein"
"AT3G23920"	"BAM1"	1	11	11	"Target Gene"	"Encodes a chloroplast beta-amylase. Is necessary for leaf starch breakdown in the absence of BAM3.Activity of BAM1 increases 4 days after osmotic stress. BAM1 has a higher temperature optimum than BAM3 (PMID:25293962)."
"AT1G11080"	"SCPL31"	1	10	10	"Target Gene"	"serine carboxypeptidase-like 31"
"AT4G36670"	"PMT6"	1	11	11	"Target Gene"	"Major facilitator superfamily protein"
"AT4G21215"	"AT4G21215"	1	14	14	"Target Gene"	"transmembrane protein"
"AT2G20720"	"AT2G20720"	1	32	32	"Target Gene"	"Pentatricopeptide repeat (PPR) superfamily protein"
"AT1G59700"	"GSTU16"	1	4	4	"Target Gene"	"Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002). The mRNA is cell-to-cell mobile."
"AT3G16360"	"AHP4"	1	3	3	"Target Gene"	"Encodes AHP4, a histidine-containing phosphotransmitter involved in Histidine (His)-to-Aspartate (Asp) phosphorelay signal transduction. AHP4 is one of the six Arabidopsis thaliana histidine phosphotransfer proteins (AHPs).  AHPs function as redundant positive regulators of cytokinin signaling.  Members of the AHP gene family include: AT3G21510 (AHP1), AT3G29350 (AHP2), AT5G39340 (AHP3), AT3G16360 (AHP4), AT1G03430 (AHP5) and AT1G80100 (AHP6)."
"AT4G37250"	"AT4G37250"	1	2	2	"Target Gene"	"Leucine-rich repeat protein kinase family protein"
"AT1G75750"	"GASA1"	2	8	8	"Target Gene"	"GA-responsive GAST1 protein homolog regulated by BR and GA antagonistically.  Possibly involved in cell elongation based on expression data The mRNA is cell-to-cell mobile."
"AT1G78370"	"GSTU20"	1	8	8	"Target Gene"	"Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)."
"AT3G50440"	"MES10"	1	7	7	"Target Gene"	"Encodes a protein shown to have methyl jasmonate esterase activity in vitro. This protein does not act on methyl IAA, MeSA, MeGA4, or MEGA9 in vitro."
"AT3G23190"	"AT3G23190"	2	4	4	"Target Gene"	"HR-like lesion-inducing protein-like protein"
"AT5G02940"	"AT5G02940"	1	15	15	"Target Gene"	"ion channel POLLUX-like protein, putative (DUF1012)"
"AT5G11070"	"AT5G11070"	2	2	2	"Target Gene"	"hypothetical protein"
"ATCG00540"	"PETA"	1	12	12	"Target Gene"	"Encodes cytochrome f apoprotein"
"AT5G15950"	"SAMDC2"	1	16	16	"Target Gene"	"Adenosylmethionine decarboxylase family protein"
"AT1G74550"	"CYP98A9"	1	10	10	"Target Gene"	"Encodes a tricoumaroylspermidine meta-hydroxylase that participates in the formation of N<sup>1</sup>,N<sup>5</sup>-di(hydroxyferuloyol)- N<sup>10</sup>-sinapoylspermidine, an important constituent of pollen. This gene appears to be expressed in young flower buds and inflorescence tips with notably high levels of expression in the tapetum and pollen. It is also expressed in root tips."
"AT3G61210"	"AT3G61210"	1	2	2	"Target Gene"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"AT1G07485"	"AT1G07485"	1	6	6	"Target Gene"	"hypothetical protein"
"AT1G04940"	"TIC20-I"	1	1	1	"Target Gene"	"Tic20 is believed to function as a component of the protein-conducting channel at the inner envelope membrane. Genes AT1G04940 and AT1G04945 were switched for the TAIR7 genome release to give consistency with MIPs annotation. The Arabidopsis genome encodes four Tic20 homologous proteins, AT1G04940(Tic20-I), AT2G47840(Tic20-II), AT4G03320(Tic20-IV) and AT5G55710(Tic20-V)."
"AT2G37710"	"LECRK-IV.1"	1	15	15	"Target Gene"	"Induced in response to Salicylic acid. The mRNA is cell-to-cell mobile."
"AT5G65690"	"PCK2"	1	8	8	"Target Gene"	"Encodes a putative phosphoenolpyruvate carboxykinase (ATP-dependent). The mRNA is cell-to-cell mobile."
"AT2G41430"	"ERD15"	1	11	11	"Target Gene"	"Encodes hydrophilic protein lacking Cys residues that is expressed in response to drought stress, light stress and treatment with plant-growth-promoting rhizobacteria (Paenibacillus polymyxa), possibly revealing a connection between responses to biotic and abiotic stress. Also identified as a  CTC Interacting Domain (CID) protein in a yeast two hybrid screen using the PAB2 protein as bait. Contains PAM2 like domain which mediates interaction with PABC domain in PAB2."
"AT2G29480"	"GSTU2"	1	8	8	"Target Gene"	"Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002)."
"AT5G54700"	"AT5G54700"	1	18	18	"Target Gene"	"Ankyrin repeat family protein"
"AT3G60330"	"+"	1	6	6	"Target Gene"	"H[+]-ATPase 7"
"AT3G16440"	"MLP-300B"	2	10	10	"Target Gene"	"myrosinase-binding protein-like protein (AtMLP-300B) mRNA,"
"AT3G29410"	"TPS25"	1	13	13	"Target Gene"	"Terpenoid cyclases/Protein prenyltransferases superfamily protein"
"AT1G08100"	"NRT2.2"	2	6	6	"Target Gene"	"Encodes a high-affinity nitrate transporter."
"AT2G34500"	"CYP710A1"	1	8	8	"Target Gene"	"Encodes a protein with C22-sterol desaturase activity. The enzyme was shown to catalyze in the presence of NADPH the conversion of &beta"
"AT5G53250"	"AGP22"	1	4	4	"Target Gene"	"arabinogalactan protein 22"
"AT3G45300"	"IVD"	1	6	6	"Target Gene"	"Encodes isovaleryl-coenzyme a dehydrogenase.  Mutants have increases in 12 seed free amino acids, accumulation of seed homomethionine and 3-isovaleroyloxypropyl-glucosinolate, with a concomitant decrease in seed 3-benzoyloxypropyl-glucosinolate. The mRNA is cell-to-cell mobile."
"AT1G73500"	"MKK9"	1	11	11	"Target Gene"	"member of MAP Kinase Kinase family. Autophosphorylates and also phosphorylates MPK3 and MPK6. Independently involved in ethylene and calmalexin biosynthesis. Induces transcription of ACS2, ACS6, ERF1, ERF2, ERF5, ERF6, CYP79B2, CYP79B3, CYP71A13 and PAD3."
"AT1G67120"	"MDN1"	1	4	4	"Target Gene"	"Represents a homolog of the yeast MDN gene, which encodes a non-ribosomal protein involved in the maturation and assembly of the 60S ribosomal subunit. In Arabidopsis, it is essential for female gametogenesis progression."
"AT1G19900"	"RUBY"	1	13	13	"Target Gene"	"RUBY encodes a secreted  galactose oxidase involved in  cell wall modification."
"AT5G06860"	"PGIP1"	1	1	1	"Target Gene"	"Encodes a polygalacturonase inhibiting protein involved in defense response. PGIPs inhibit the function of cell wall pectin degrading enzymes such as those produced by fungal pathogens. PGIP1 is induced by fungal infection. Suppressed in the proton sensitive stop1-mutant, but the transcription level was recovered by transformation of STOP2. Knockout mutant showed severe damage in the root tip in low Ca and low pH medium."
"AT5G44130"	"FLA13"	1	6	6	"Target Gene"	"Fasciclin-like arabinogalactan protein. Possibly involved in embryogenesis and seed development."
"AT2G27385"	"AT2G27385"	1	1	1	"Target Gene"	"Pollen Ole e 1 allergen and extensin family protein"
"AT2G18470"	"PERK4"	1	9	9	"Target Gene"	"Proline-rich extensin-like receptor kinase 4. Functions at an early stage of ABA signalling inhibiting primary root cell elongation by perturbing Ca2+ homeostasis."
"AT1G01190"	"CYP78A8"	1	1	1	"Target Gene"	"cytochrome P450, family 78, subfamily A, polypeptide 8"
"AT5G59080"	"AT5G59080"	1	11	11	"Target Gene"	"hypothetical protein"
"AT3G54120"	"AT3G54120"	1	16	16	"Target Gene"	"Reticulon family protein"
"AT1G20065"	"AT1G20065"	1	13	13	"Target Gene"	"DNA-directed RNA polymerase I subunit RPA12-like protein"
"AT1G20350"	"TIM17-1"	1	16	16	"Target Gene"	"mitochondrial inner membrane translocase"
"AT5G44400"	"ATBBE26"	1	9	9	"Target Gene"	"FAD-binding Berberine family protein"
"AT4G12970"	"STOMAGEN"	1	10	10	"Target Gene"	"Encodes a cysteine-rich peptide, a secretory factor that is produced in the mesophyll cells and acts on the epidermis to increase stomatal formation.  Its mature form is a 45-aa peptide with three intramolecular disulfide bonds.  It is proposed that STOMAGEN increases stomatal number by competing with two negative regulators of stomatal density, EPF1 and EPF2. STOMAGEN has been shown to compete with EPF2 for binding to the ER and TMM receptor kinases.Binding of STOMAGEN to ER prevents induction of the EPF2-ER MAPK cascade. It's transcript levels change after inducing MUTE expression in a mute background."
"AT4G37240"	"AT4G37240"	1	2	2	"Target Gene"	"HTH-type transcriptional regulator"
"AT1G70250"	"LTPG32"	1	1	1	"Target Gene"	"Encodes a Protease inhibitor/seed storage/LTP family protein."
"AT2G24710"	"GLR2.3"	1	5	5	"Target Gene"	"member of Putative ligand-gated ion channel subunit family"
"AT4G25750"	"ABCG4"	1	14	14	"Target Gene"	"ABC-2 type transporter family protein"
"AT3G09480"	"AT3G09480"	1	1	1	"Target Gene"	"Histone superfamily protein"
"AT1G63295"	"AT1G63295"	1	3	3	"Target Gene"	"Remorin family protein"
"AT1G13700"	"PGL1"	1	2	2	"Target Gene"	"Encodes a cytosolic 6-phosphogluconolactonase (PGL) thought to be involved in the oxidative pentose-phosphate pathway (OPPP)."
"AT4G08950"	"EXO"	2	13	13	"Target Gene"	"Phosphate-responsive 1 family protein"
"AT5G63140"	"PAP29"	1	5	5	"Target Gene"	"purple acid phosphatase 29"
"AT2G18193"	"AT2G18193"	2	6	6	"Target Gene"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT1G74460"	"AT1G74460"	1	8	8	"Target Gene"	"GDSL-motif  esterase/acyltransferase/lipase. Enzyme group with broad substrate specificity that may catalyze acyltransfer or hydrolase reactions with lipid and non-lipid substrates."
"AT1G66800"	"AT1G66800"	1	21	21	"Target Gene"	"Its expression is enriched in non-root hair cells (compared to root hair cells) and this enrichment is associated with increase in the transcription-associated mark trimethylation of H3 lysine 4 (H3K4me3) and decrease in the Polycomb silencing-associated mark trimethylation of H3 lysine 27 (H3K27me3) in non-root hair cells relative to root-hair cells. Protein sequence is similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), apple tree, PIR:T16995"
"AT1G52240"	"RHO OF PLANTS"	1	1	1	"Target Gene"	"Encodes a member of KPP-like gene family, homolog of KPP (kinase partner protein) gene in tomato.  Also a member of the RopGEF (guanine nucleotide exchange factor) family, containing the novel PRONE domain (plant-specific Rop nucleotide exchanger), which is exclusively active towards members of the Rop subfamily ."
"AT5G24780"	"VSP1"	1	8	8	"Target Gene"	"encodes an acid phosphatase similar to soybean vegetative storage proteins. Gene expression is induced by wounding and jasmonic acid."
"AT5G01790"	"AT5G01790"	1	13	13	"Target Gene"	"hypothetical protein"
"AT5G54250"	"CNGC4"	1	6	6	"Target Gene"	"member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent."
"AT5G15180"	"PRX56"	1	8	8	"Target Gene"	"Peroxidase superfamily protein"
"AT5G49730"	"FRO6"	1	12	12	"Target Gene"	"Encodes a plasma membrane-located ferric chelate reductase. Its mRNA is expressed in green aerial tissues (shoot, flower and cotyledon) in a light- and cell differentiation-specific manner."
"AT4G38540"	"AT4G38540"	1	10	10	"Target Gene"	"FAD/NAD(P)-binding oxidoreductase family protein"
"AT1G14150"	"PNSL2"	1	10	10	"Target Gene"	"Encodes a subunit of the NAD(P)H dehydrogenase complex located in the chloroplast thylakoid lumen."
"AT5G55930"	"OPT1"	1	6	6	"Target Gene"	"oligopeptide transporter"
"AT5G18030"	"SAUR21"	1	7	7	"Target Gene"	"SAUR-like auxin-responsive protein family"
"AT3G51660"	"AT3G51660"	1	6	6	"Target Gene"	"Tautomerase/MIF superfamily protein"
"AT1G15670"	"KMD2"	1	2	2	"Target Gene"	"Encodes a member of a family of F-box proteins, called the KISS ME DEADLY (KMD) family, that targets type-B ARR proteins for degradation and is involved in the negative regulation of the cytokinin response. Also named as KFB1, a member of a group of Kelch repeat F-box proteins that negatively regulate phenylpropanoid biosynthesis by targeting the phenypropanoid biosynthesis enzyme phenylalanine ammonia-lyase."
